Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Burkina Faso,2900 ,1700 , 5700,,3500 ,2100 , 6700,,4200 ,2500 , 7600,,4800 ,3000 , 8400,,5400 ,3400 , 8800,,6000 ,3800 , 9300,,6500 ,4200 , 9700,,6900 ,4600 , 9600,,7200 ,4900 , 9700,,7500 ,5300 , 9900,,7700 ,5700 , 10 000,,7800 ,6000 , 9900,,7900 ,6200 , 9900,,7700 ,6100 , 9600,,7100 ,5600 , 8800,,6200 ,4900 , 7900,,5300 ,4200 , 6800,,4700 ,3700 , 6100,,4200 ,3300 , 5500,,3600 ,2800 , 4800,,3300 ,2600 , 4400,,3000 ,2300 , 4000,,3000 ,2300 , 4000,,3000 ,2300 , 4000,,2800 ,2100 , 3700,,2600 ,2000 , 3400,,2300 ,1800 , 3000,,2100 ,1600 , 2700,,1800 ,1400 , 2500,,1700 ,1300 , 2300,,1500 ,1100 , 2000,,1300 ,<1000 , 1800,,1200 ,<1000 , 1700,
Burundi,3000 ,1300 , 7000,,3800 ,1700 , 8200,,4600 ,2100 , 9300,,5500 ,2700 , 10 000,,4800 ,2500 , 8100,,6600 ,3700 , 11 000,,7000 ,4200 , 11 000,,6900 ,4400 , 10 000,,7100 ,4800 , 10 000,,7400 ,5200 , 10 000,,7400 ,5500 , 9900,,7300 ,5600 , 9200,,7200 ,5700 , 9000,,7000 ,5700 , 8600,,6500 ,5400 , 8000,,5800 ,4900 , 7100,,5400 ,4500 , 6400,,4900 ,4100 , 5900,,4300 ,3600 , 5300,,3900 ,3200 , 4800,,3700 ,3000 , 4600,,3200 ,2500 , 4100,,2900 ,2300 , 3600,,2700 ,2100 , 3400,,2500 ,1900 , 3200,,2200 ,1700 , 2900,,1700 ,1300 , 2300,,1300 ,<1000 , 1800,,1000 ,<1000 , 1600,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1300,,<1000 ,<500 , 1200,,<1000 ,<500 , 1100,
Cabo Verde,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Cambodia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1200,,1600 ,1300 , 1800,,2200 ,1800 , 2500,,2700 ,2300 , 3100,,3300 ,2800 , 3700,,3800 ,3200 , 4300,,4000 ,3400 , 4600,,3800 ,3200 , 4400,,3400 ,2800 , 3900,,2800 ,2300 , 3200,,2000 ,1700 , 2400,,1600 ,1300 , 1900,,1300 ,<1000 , 1600,,1100 ,<1000 , 1400,,1100 ,<1000 , 1400,,1200 ,<1000 , 1500,,1300 ,<1000 , 1700,,1400 ,<1000 , 1800,,1400 ,<1000 , 1800,,1300 ,<1000 , 1600,,1100 ,<1000 , 1400,,1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Cameroon,<1000 ,<1000 , 1200,,1100 ,<1000 , 1600,,1600 ,1100 , 2200,,2200 ,1600 , 2900,,3000 ,2300 , 3800,,4100 ,3200 , 5000,,5400 ,4300 , 6500,,6900 ,5700 , 8200,,8700 ,7300 , 10 000,,11 000 ,9100 , 12 000,,13 000 ,11 000 , 15 000,,15 000 ,13 000 , 17 000,,17 000 ,15 000 , 19 000,,19 000 ,17 000 , 21 000,,19 000 ,17 000 , 21 000,,18 000 ,16 000 , 21 000,,19 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,,17 000 ,15 000 , 19 000,,16 000 ,14 000 , 19 000,,16 000 ,14 000 , 19 000,,16 000 ,14 000 , 19 000,,16 000 ,13 000 , 18 000,,15 000 ,13 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 18 000,,15 000 ,13 000 , 17 000,,13 000 ,11 000 , 15 000,,10 000 ,8600 , 12 000,,8700 ,7200 , 11 000,,7500 ,6200 , 9100,,6300 ,5200 , 7500,,5500 ,4400 , 6700,
Canada,1400 ,1200 , 1600,,1600 ,1400 , 1900,,1800 ,1500 , 2100,,1900 ,1600 , 2200,,2000 ,1700 , 2400,,2100 ,1800 , 2500,,1700 ,1400 , 2100,,1300 ,<1000 , 1600,,1100 ,<1000 , 1400,,1100 ,<1000 , 1300,,1000 ,<1000 , 1300,,1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1300,,<1000 ,<1000 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,,<200 ,<200 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,... ,... , ...,,... ,... , ...,
Central African Republic,1300 ,<1000 , 1800,,1800 ,1300 , 2300,,2300 ,1700 , 3000,,3000 ,2200 , 3800,,3700 ,2700 , 4800,,4400 ,3300 , 5700,,5100 ,4000 , 6600,,5900 ,4600 , 7600,,6600 ,5200 , 8500,,7200 ,5900 , 9300,,7800 ,6400 , 9900,,8300 ,6900 , 11 000,,8600 ,7200 , 11 000,,8900 ,7500 , 11 000,,9000 ,7600 , 11 000,,8800 ,7500 , 11 000,,8500 ,7200 , 10 000,,7800 ,6600 , 9500,,6800 ,5500 , 8400,,6100 ,5000 , 7600,,6100 ,5000 , 7500,,6300 ,5200 , 7500,,6300 ,5300 , 7500,,6000 ,5100 , 7100,,5400 ,4500 , 6400,,4400 ,3600 , 5500,,4000 ,3100 , 5100,,3800 ,2900 , 5000,,3600 ,2700 , 4900,,3300 ,2400 , 4800,,3000 ,2100 , 4500,,2900 ,1800 , 4400,,2600 ,1500 , 4400,
Chad,<1000 ,<500 , 1400,,<1000 ,<500 , 1700,,1100 ,<1000 , 2200,,1400 ,<1000 , 2600,,1600 ,<1000 , 2900,,1900 ,1200 , 3300,,2400 ,1600 , 4000,,2800 ,1900 , 4400,,3200 ,2200 , 4900,,3500 ,2500 , 5200,,3900 ,2700 , 5600,,4200 ,3000 , 6000,,4500 ,3200 , 6400,,4700 ,3300 , 6500,,4900 ,3500 , 6800,,5000 ,3500 , 6700,,4500 ,3000 , 6000,,3900 ,2600 , 5400,,3100 ,2000 , 4400,,2000 ,1200 , 3200,,1800 ,<1000 , 2900,,1900 ,1000 , 3100,,2000 ,1100 , 3100,,2100 ,1200 , 3300,,2300 ,1300 , 3500,,2400 ,1400 , 3500,,2200 ,1400 , 3300,,2100 ,1400 , 3100,,2000 ,1400 , 2900,,1900 ,1300 , 2700,,1700 ,1200 , 2500,,1500 ,1100 , 2200,,1300 ,<1000 , 1900,
Chile,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1500,,1400 ,<1000 , 2000,,1700 ,1200 , 2500,,2100 ,1500 , 3000,,2500 ,1900 , 3600,,3000 ,2300 , 4400,,3400 ,2600 , 5000,,3600 ,2800 , 5300,,3600 ,2700 , 5300,,3700 ,2700 , 5500,,3800 ,2700 , 5500,,4000 ,2800 , 5400,,3500 ,2500 , 4800,,3400 ,2300 , 4700,,4200 ,3000 , 5600,,4500 ,3400 , 5900,,4100 ,3100 , 5400,,3200 ,2200 , 4200,,2500 ,1700 , 3500,,2100 ,1400 , 3000,,1800 ,1100 , 2600,,1500 ,<1000 , 2300,,1300 ,<1000 , 2000,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1000 ,<1000 , 1500,,<1000 ,<1000 , 1100,,<1000 ,<500 , 1100,,<1000 ,<500 , 1100,
Comoros,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Congo,1500 ,1100 , 2100,,1800 ,1300 , 2500,,2100 ,1600 , 2900,,2400 ,1900 , 3200,,2800 ,2200 , 3700,,3000 ,2400 , 4000,,3300 ,2700 , 4300,,3500 ,2800 , 4600,,3700 ,3000 , 4700,,3900 ,3100 , 4900,,4000 ,3300 , 5100,,4300 ,3600 , 5400,,4400 ,3600 , 5500,,4400 ,3600 , 5400,,4500 ,3700 , 5500,,4300 ,3600 , 5200,,4100 ,3400 , 5000,,4100 ,3400 , 4900,,3500 ,2900 , 4400,,3000 ,2400 , 3800,,3200 ,2600 , 3900,,3200 ,2500 , 3900,,3300 ,2700 , 4100,,3600 ,3000 , 4400,,3800 ,3200 , 4600,,4000 ,3300 , 4800,,4100 ,3400 , 4900,,4100 ,3400 , 5000,,4200 ,3300 , 5200,,4300 ,3300 , 5400,,4400 ,3400 , 5800,,4600 ,3400 , 6200,,4600 ,3200 , 6400,
Costa Rica,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,
Croatia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Cuba,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
