Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Botswana,2200 ,1600 , 3500,,3700 ,2900 , 5700,,6100 ,4900 , 9200,,9800 ,7900 , 14 000,,15 000 ,12 000 , 21 000,,22 000 ,19 000 , 31 000,,31 000 ,26 000 , 42 000,,41 000 ,36 000 , 56 000,,53 000 ,47 000 , 69 000,,66 000 ,58 000 , 85 000,,80 000 ,71 000 , 99 000,,94 000 ,85 000 , 110 000,,110 000 ,98 000 , 130 000,,120 000 ,110 000 , 140 000,,130 000 ,120 000 , 150 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 160 000,,140 000 ,130 000 , 160 000,,140 000 ,130 000 , 150 000,,140 000 ,130 000 , 150 000,,130 000 ,120 000 , 140 000,,120 000 ,110 000 , 140 000,,110 000 ,100 000 , 130 000,,110 000 ,95 000 , 120 000,,98 000 ,88 000 , 120 000,,91 000 ,81 000 , 110 000,,85 000 ,74 000 , 100 000,,78 000 ,68 000 , 98 000,,72 000 ,63 000 , 91 000,,68 000 ,59 000 , 87 000,,63 000 ,53 000 , 81 000,,58 000 ,49 000 , 78 000,,54 000 ,45 000 , 75 000,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication."
Burkina Faso,19 000 ,9800 , 42 000,,25 000 ,13 000 , 55 000,,33 000 ,18 000 , 69 000,,41 000 ,23 000 , 85 000,,51 000 ,29 000 , 100 000,,61 000 ,36 000 , 110 000,,72 000 ,44 000 , 130 000,,82 000 ,52 000 , 140 000,,91 000 ,61 000 , 150 000,,100 000 ,68 000 , 160 000,,110 000 ,75 000 , 170 000,,120 000 ,81 000 , 170 000,,120 000 ,88 000 , 170 000,,130 000 ,94 000 , 170 000,,130 000 ,99 000 , 170 000,,130 000 ,100 000 , 170 000,,130 000 ,100 000 , 170 000,,130 000 ,110 000 , 170 000,,130 000 ,100 000 , 160 000,,130 000 ,100 000 , 160 000,,130 000 ,100 000 , 150 000,,120 000 ,100 000 , 150 000,,120 000 ,99 000 , 140 000,,120 000 ,98 000 , 140 000,,120 000 ,97 000 , 140 000,,110 000 ,95 000 , 130 000,,110 000 ,90 000 , 130 000,,100 000 ,85 000 , 130 000,,99 000 ,79 000 , 120 000,,94 000 ,76 000 , 120 000,,89 000 ,70 000 , 110 000,,83 000 ,65 000 , 110 000,,77 000 ,59 000 , 100 000,
Burundi,19 000 ,6700 , 53 000,,27 000 ,10 000 , 69 000,,35 000 ,15 000 , 86 000,,45 000 ,20 000 , 100 000,,53 000 ,24 000 , 110 000,,65 000 ,31 000 , 130 000,,76 000 ,38 000 , 140 000,,86 000 ,46 000 , 150 000,,95 000 ,55 000 , 160 000,,100 000 ,63 000 , 170 000,,110 000 ,70 000 , 170 000,,120 000 ,77 000 , 180 000,,120 000 ,85 000 , 180 000,,130 000 ,92 000 , 180 000,,130 000 ,98 000 , 180 000,,140 000 ,100 000 , 180 000,,140 000 ,110 000 , 180 000,,140 000 ,110 000 , 170 000,,140 000 ,110 000 , 170 000,,140 000 ,110 000 , 160 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 130 000,,110 000 ,97 000 , 130 000,,100 000 ,90 000 , 120 000,,97 000 ,81 000 , 110 000,,89 000 ,72 000 , 110 000,,81 000 ,63 000 , 99 000,,73 000 ,55 000 , 93 000,,65 000 ,48 000 , 86 000,
Cabo Verde,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1600,,1200 ,<1000 , 1800,,1300 ,<1000 , 1900,,1400 ,<1000 , 2000,,1500 ,1000 , 2100,,1600 ,1100 , 2200,,1700 ,1200 , 2200,,1800 ,1200 , 2300,,1800 ,1300 , 2300,,1700 ,1200 , 2200,,1700 ,1200 , 2100,,1600 ,1200 , 2100,,1600 ,1200 , 2000,,1600 ,1100 , 2000,,1500 ,1100 , 2000,,1400 ,1000 , 1900,,1400 ,<1000 , 1800,,1300 ,<1000 , 1800,,1300 ,<1000 , 1700,,1300 ,<1000 , 1700,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1100 ,<1000 , 1500,,1000 ,<1000 , 1400,
Cambodia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<500 , <1000,,1100 ,<1000 , 1300,,2200 ,1900 , 2600,,4100 ,3400 , 4800,,6800 ,5700 , 7800,,10 000 ,8700 , 12 000,,15 000 ,13 000 , 17 000,,20 000 ,17 000 , 23 000,,26 000 ,22 000 , 29 000,,32 000 ,27 000 , 36 000,,37 000 ,32 000 , 42 000,,42 000 ,36 000 , 48 000,,46 000 ,39 000 , 52 000,,48 000 ,41 000 , 55 000,,49 000 ,41 000 , 55 000,,48 000 ,39 000 , 55 000,,46 000 ,37 000 , 53 000,,45 000 ,35 000 , 52 000,,44 000 ,34 000 , 52 000,,43 000 ,34 000 , 53 000,,43 000 ,32 000 , 53 000,,42 000 ,30 000 , 53 000,,41 000 ,29 000 , 53 000,,40 000 ,28 000 , 52 000,,39 000 ,27 000 , 52 000,,37 000 ,26 000 , 50 000,,35 000 ,24 000 , 47 000,,33 000 ,22 000 , 45 000,,30 000 ,20 000 , 42 000,
Cameroon,4300 ,2200 , 7500,,6200 ,3500 , 10 000,,8800 ,5300 , 14 000,,12 000 ,7900 , 19 000,,17 000 ,12 000 , 26 000,,24 000 ,17 000 , 34 000,,33 000 ,24 000 , 45 000,,44 000 ,33 000 , 60 000,,58 000 ,45 000 , 78 000,,75 000 ,61 000 , 99 000,,95 000 ,77 000 , 120 000,,120 000 ,96 000 , 150 000,,140 000 ,120 000 , 180 000,,170 000 ,140 000 , 210 000,,190 000 ,170 000 , 240 000,,220 000 ,190 000 , 260 000,,240 000 ,210 000 , 290 000,,270 000 ,230 000 , 310 000,,290 000 ,250 000 , 330 000,,310 000 ,280 000 , 360 000,,330 000 ,290 000 , 370 000,,350 000 ,310 000 , 390 000,,370 000 ,330 000 , 410 000,,380 000 ,350 000 , 430 000,,400 000 ,360 000 , 440 000,,420 000 ,380 000 , 460 000,,430 000 ,390 000 , 470 000,,430 000 ,390 000 , 480 000,,430 000 ,390 000 , 470 000,,420 000 ,370 000 , 460 000,,400 000 ,360 000 , 450 000,,380 000 ,330 000 , 430 000,,350 000 ,300 000 , 410 000,
Canada,3500 ,2800 , 4200,,4500 ,3700 , 5400,,5600 ,4600 , 6600,,6800 ,5600 , 7900,,8000 ,6500 , 9300,,9200 ,7500 , 11 000,,10 000 ,8600 , 12 000,,11 000 ,9200 , 13 000,,12 000 ,9800 , 14 000,,13 000 ,10 000 , 15 000,,13 000 ,11 000 , 15 000,,14 000 ,11 000 , 16 000,,14 000 ,11 000 , 17 000,,14 000 ,11 000 , 17 000,,15 000 ,11 000 , 18 000,,15 000 ,11 000 , 18 000,,15 000 ,11 000 , 19 000,,16 000 ,11 000 , 20 000,,16 000 ,11 000 , 21 000,,17 000 ,11 000 , 22 000,,16 000 ,10 000 , 21 000,,15 000 ,9700 , 20 000,,15 000 ,9200 , 20 000,,15 000 ,8800 , 20 000,,13 000 ,8000 , 18 000,,12 000 ,7300 , 16 000,,10 000 ,6500 , 14 000,,8800 ,5700 , 12 000,,7700 ,5000 , 10 000,,6600 ,4400 , 9000,,5700 ,3800 , 7600,,... ,... , ...,,... ,... , ...,
Central African Republic,8200 ,5000 , 12 000,,12 000 ,7500 , 17 000,,16 000 ,11 000 , 23 000,,22 000 ,15 000 , 30 000,,29 000 ,20 000 , 41 000,,38 000 ,26 000 , 51 000,,47 000 ,33 000 , 64 000,,56 000 ,40 000 , 78 000,,66 000 ,48 000 , 91 000,,77 000 ,57 000 , 100 000,,87 000 ,66 000 , 120 000,,96 000 ,74 000 , 130 000,,110 000 ,82 000 , 140 000,,110 000 ,90 000 , 150 000,,120 000 ,98 000 , 150 000,,130 000 ,100 000 , 160 000,,130 000 ,110 000 , 160 000,,130 000 ,110 000 , 170 000,,140 000 ,110 000 , 170 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,140 000 ,120 000 , 160 000,,130 000 ,120 000 , 160 000,,130 000 ,120 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,97 000 , 140 000,
Chad,3400 ,1200 , 8500,,4700 ,1900 , 11 000,,6500 ,2800 , 15 000,,8700 ,4000 , 19 000,,11 000 ,5500 , 24 000,,15 000 ,7500 , 29 000,,19 000 ,10 000 , 36 000,,23 000 ,13 000 , 43 000,,28 000 ,17 000 , 50 000,,34 000 ,22 000 , 57 000,,40 000 ,26 000 , 65 000,,46 000 ,31 000 , 72 000,,52 000 ,36 000 , 79 000,,58 000 ,41 000 , 86 000,,64 000 ,46 000 , 91 000,,70 000 ,51 000 , 98 000,,75 000 ,56 000 , 100 000,,78 000 ,58 000 , 110 000,,82 000 ,61 000 , 110 000,,83 000 ,61 000 , 110 000,,82 000 ,59 000 , 110 000,,81 000 ,57 000 , 110 000,,82 000 ,56 000 , 110 000,,82 000 ,57 000 , 110 000,,84 000 ,58 000 , 110 000,,86 000 ,57 000 , 120 000,,88 000 ,56 000 , 120 000,,89 000 ,57 000 , 120 000,,90 000 ,57 000 , 120 000,,90 000 ,57 000 , 120 000,,89 000 ,56 000 , 120 000,,87 000 ,55 000 , 120 000,,84 000 ,53 000 , 120 000,
Chile,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,<1000 ,<1000 , 1600,,1500 ,<1000 , 2400,,2200 ,1300 , 3300,,3100 ,1900 , 4600,,4300 ,2700 , 6400,,5900 ,3900 , 8700,,7900 ,5300 , 12 000,,10 000 ,7100 , 15 000,,13 000 ,9100 , 19 000,,16 000 ,12 000 , 23 000,,19 000 ,15 000 , 28 000,,23 000 ,17 000 , 34 000,,27 000 ,20 000 , 40 000,,31 000 ,24 000 , 45 000,,35 000 ,27 000 , 51 000,,39 000 ,30 000 , 55 000,,43 000 ,33 000 , 61 000,,46 000 ,35 000 , 65 000,,50 000 ,37 000 , 70 000,,53 000 ,40 000 , 74 000,,57 000 ,43 000 , 77 000,,59 000 ,46 000 , 79 000,,60 000 ,46 000 , 80 000,,60 000 ,46 000 , 80 000,,60 000 ,45 000 , 78 000,,58 000 ,43 000 , 76 000,,56 000 ,41 000 , 74 000,,54 000 ,38 000 , 71 000,,53 000 ,35 000 , 70 000,,50 000 ,32 000 , 67 000,,46 000 ,29 000 , 63 000,,41 000 ,25 000 , 59 000,,37 000 ,22 000 , 56 000,
Comoros,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,
Congo,10 000 ,6600 , 16 000,,13 000 ,8800 , 20 000,,16 000 ,11 000 , 24 000,,20 000 ,14 000 , 29 000,,24 000 ,18 000 , 34 000,,29 000 ,21 000 , 39 000,,33 000 ,24 000 , 44 000,,36 000 ,27 000 , 48 000,,40 000 ,31 000 , 53 000,,43 000 ,34 000 , 57 000,,46 000 ,37 000 , 60 000,,50 000 ,40 000 , 63 000,,52 000 ,42 000 , 66 000,,55 000 ,45 000 , 69 000,,57 000 ,46 000 , 71 000,,59 000 ,48 000 , 73 000,,60 000 ,49 000 , 74 000,,61 000 ,50 000 , 75 000,,62 000 ,52 000 , 75 000,,63 000 ,52 000 , 75 000,,63 000 ,54 000 , 75 000,,64 000 ,55 000 , 76 000,,66 000 ,57 000 , 78 000,,68 000 ,59 000 , 80 000,,71 000 ,61 000 , 82 000,,73 000 ,64 000 , 85 000,,76 000 ,66 000 , 87 000,,78 000 ,68 000 , 89 000,,81 000 ,71 000 , 92 000,,83 000 ,73 000 , 95 000,,86 000 ,75 000 , 98 000,,89 000 ,77 000 , 100 000,,91 000 ,78 000 , 110 000,
